id,Trans_id,stations,color,walktime,description
86,1,",64,66,501",#F5C00E,1,"Cambridge Street"
87,0,",Framingham/Worcester,Line",#8E44AD,10,"Boston Landing"
87,1,",70,86",#F5C00E,5,"Western Ave @ Litchfield St"
87,2,",64",#F5C00E,10,"Market St @ Guest St"
88,0,",Red,Line",#DA1721,10,"JFK / UMass"
88,1,",Kingston/Greenbush",#8E44AD,10,"JFK / UMass"
88,2,",Middleborough/Lakeville",#8E44AD,10,"JFK / UMass"
88,3,",8,16,41",#EB841E,10,"JFK / UMass"
89,0,",D,E",#018835,15,"Union Square"
89,1,",80",#F5C00E,3,"Pearl St @ McGrath Hwy"
89,2,",88,90",#F5C00E,3,"Highland Ave @ Walnut St"
90,0,",Framingham/Worcester,Line",#8E44AD,10,"Boston Landing"
90,1,",70,86",#F5C00E,5,"Western Ave @ Litchfield St"
90,2,",64",#F5C00E,10,"Market St @ Guest St"
91,0,",23",#F5C00E,1,"Washington St @ Columbia Rd"
91,1,",16,19",#F5C00E,1,"Columbia Rd @ Washington St"
91,2,",Franklin/Fairmount,Line",#80276c,3,"Four Corners/Geneva"
92,0,",Red,Line",#EC211F,8,Porter
92,1,",88,89",#F5C00E,2,"Highland Ave @ Willow Ave"
92,2,",Fitchburg,Line",#B933AD,8,Porter
92,3,",87,88,89,90,94,96",#F5C00E,10,Davis
93,0,",80",#F5C00E,1,"Medford St @ Glenwood Rd"
93,1,",89,89/93",#F5C00E,5,"Broadway @ Medford St - Magoun Sq"
93,2,",101",#F5C00E,10,"Main St @ Broadway"
94,0,",Red,Line",#DA1721,6,"JFK / UMass"
94,1,",Greenbush/Kingston",#8E44AD,6,"JFK / UMass"
94,2,",Fairmount/Franklin",#8E44AD,15,"Uphams Corner"
94,3,",8,16,41",#F5C00E,6,"JFK / UMass"
95,0,",Red,Line",#EC211F,8,Porter
95,1,",88,89",#F5C00E,2,"Highland Ave @ Willow Ave"
95,2,",Fitchburg,Line",#B933AD,8,Porter
95,3,",87,88,89,90,94,96",#F5C00E,10,Davis
96,0,",Red,Line",#EC211F,8,Porter
96,1,",88,89",#F5C00E,2,"Highland Ave @ Willow Ave"
96,2,",Fitchburg,Line",#B933AD,8,Porter
96,3,",87,88,89,90,94,96",#F5C00E,10,Davis
97,0,",Fairmount,Line",#B933AD,5,"Uphams Corner"
97,1,",Kingston,Line",#B933AD,15,"JFK / UMass"
97,2,",Greenbush,Line",#B933AD,15,"JFK / UMass"
97,3,",Red,line",#DA1721,15,"JFK / UMass"
97,4,",16,17,41",#F5C00E,5,"Columbia Rd @ Holden St"
98,0,",Greenbush,Line,Kingston,Line,Middleborough/Lakeville,Line",#80276c,15,"JFK / UMass"
98,1,",Red,Line",#da291c,15,"JFK / UMass"
98,2,",8,16,41,Red,Line,Shuttle",#f2bd2a,15,"JFK / UMass"
98,3,",17",#f2bd2a,3,"Columbia Rd @ Holden St"
99,0,",Red,Line",#DA1721,6,"JFK / UMass"
99,1,",Kingston/Greenbush",#8E44AD,6,"JFK / UMass"
99,2,",Middleborough/Lakeville",#8E44AD,6,"JFK / UMass"
99,3,",8,41",#F5C00E,2,"Columbia Rd @ Buttonwood St"
100,0,",Greenbush,Line,Kingston,Line,Middleborough/Lakeville,Line",#80276c,15,"JFK / UMass"
100,1,",Red,Line",#da291c,15,"JFK / UMass"
100,2,",8,16,41,Red,Line,Shuttle",#f2bd2a,15,"JFK / UMass"
100,3,",17",#f2bd2a,3,"Columbia Rd @ Holden St"
101,0,",Red,Line",#EC211F,8,Porter
101,1,",88,89",#F5C00E,2,"Highland Ave @ Willow Ave"
101,2,",Fitchburg,Line",#B933AD,8,Porter
101,3,",87,88,89,90,94,96",#F5C00E,10,Davis
102,0,",B",#00843D,8,"Harvard Avenue"
102,1,",64,66,501",#F5C00E,1,"Cambridge Street"
103,0,",Red,Line",#DA1721,10,"JFK / UMass"
103,1,",Kingston/Greenbush",#8E44AD,10,"JFK / UMass"
103,2,",Middleborough/Lakeville",#8E44AD,10,"JFK / UMass"
103,3,",8,16,41",#EB841E,10,"JFK / UMass"
104,0,",Red,Line",#EC211F,8,Porter
104,1,",88,89",#F5C00E,2,"Highland Ave @ Willow Ave"
104,2,",Fitchburg,Line",#B933AD,8,Porter
104,3,",87,88,89,90,94,96",#F5C00E,10,Davis
105,0,",Fairmount,Line",#B933AD,5,"Uphams Corner"
105,1,",Kingston,Line",#B933AD,15,"JFK / UMass"
105,2,",Greenbush,Line",#B933AD,15,"JFK / UMass"
105,3,",Red,line",#DA1721,15,"JFK / UMass"
105,4,",16,17,41",#F5C00E,5,"Columbia Rd @ Holden St"
106,0,",18",#F5C00E,3,"Dorchester Ave Romsey St"
107,0,",B",#018835,5,"Washington St"
107,1,",C",#018835,7,"Dean Road"
107,2,",D",#018835,12,Beaconsfield
108,0,",Red,Line",#DA1721,6,"JFK / UMass"
108,1,",Greenbush,Line,Kingston,Line",#8E44AD,6,"JFK / UMass"
108,2,",Fairmount,Line,Franklin,Line",#8E44AD,15,"Uphams Corner"
108,3,",8,16,41",#F5C00E,6,"JFK / UMass"
109,0,",Red,Line",#DA1721,6,"JFK / UMass"
109,1,",Greenbush,Line,Kingston,Line",#8E44AD,6,"JFK / UMass"
109,2,",Fairmount,Line,Franklin,Line",#8E44AD,15,"Uphams Corner"
109,3,",8,16,41",#F5C00E,6,"JFK / UMass"
110,0,",80",#F5C00E,2,"Pearl St and McGrath Hwy"
110,1,",90",#F5C00E,4,"Cross St and Auburn Ave"
111,0,",Orange,Line",#EB841E,8,"Stony Brook"
111,1,",42",#F5C00E,1,"Washington St @ School St"
111,2,",22,29,44",#F5C00E,2,"Columbus Ave @ Weld Ave"
112,0,",Red,line",#EC211F,1,"JFK / UMass"
112,1,",Greenbush/Kingston",#B933AD,1,"JFK / UMass"
112,2,",Middleborough/Lakeville",#B933AD,1,"JFK / UMass"
112,3,",8,16,41",#F5C00E,1,"JFK / UMass"
113,0,",Fairmount,Line",#B933AD,5,"Uphams Corner"
113,1,",Kingston,Line",#B933AD,15,"JFK / UMass"
113,2,",Greenbush,Line",#B933AD,15,"JFK / UMass"
113,3,",Red,line",#DA1721,15,"JFK / UMass"
113,4,",16,17,41",#F5C00E,5,"Columbia Rd @ Holden St"
114,0,",Red,Line",#DA1721,6,"JFK / UMass"
114,1,",Middleborough/Lakeville,Line",#8E44AD,6,"JFK / UMass"
114,2,",Greenbush,Line",#8E44AD,6,"JFK / UMass"
114,3,",Kingston,Line",#8E44AD,6,"JFK / UMass"
114,4,",18",#F5C00E,2,"Dorchester Ave @ Edison Green"
115,0,",Greenbush,Line,Kingston,Line,Middleborough/Lakeville,Line",#8E44AD,11,"JFK / UMass"
115,1,",Red,Line",#DA1721,11,"JFK / UMass"
115,2,",8,16,41",#F5C00E,11,"JFK / UMass"
116,0,",Greenbush,Line,Kingston,Line,Middleborough/Lakeville,Line",#80276c,15,"JFK / UMass"
116,1,",Red,Line",#da291c,15,"JFK / UMass"
116,2,",8,16,41,Red,Line,Shuttle",#f2bd2a,15,"JFK / UMass"
117,0,",B",#018835,5,"Griggs Street"
117,1,",57,66",#F5C00E,5,"Brighton Ave @ Allston St"
117,2,",Green,Line,B,Shuttle",#F5C00E,5,"Griggs Street"
118,0,",80",#F5C00E,2,"Pearl St and McGrath Hwy"
118,1,",90",#F5C00E,4,"Cross St and Auburn Ave"
119,0,",Red,Line",#DA1721,6,"JFK / UMass"
119,1,",Greenbush/Kingston",#8E44AD,6,"JFK / UMass"
119,2,",Middleborough/Lakeville",#8E44AD,6,"JFK / UMass"
119,3,",18",#F5C00E,2,"Dorchester Ave @ Edison Green"
120,0,",22,29,44",#F5C00E,4,"Columbus Ave @ Walnut Ave"
121,0,",Greenbush,Line,Kingston,Line,Middleborough/Lakeville,Line",#8E44AD,11,"JFK / UMass"
121,1,",Red,Line",#DA1721,11,"JFK / UMass"
121,2,",8,16,41",#F5C00E,11,"JFK / UMass"
122,0,",Blue,Line",#003da5,15,Airport
122,1,",114,116,117",#f2bd2a,5,"Meridian St @ Eutaw St"
123,0,",Red,Line",#EC211F,6,JFK/UMass
123,1,",Greenbush,Line,Kingston,Line",#8E44AD,6,JFK/UMass
123,2,",Fairmount,Line,Franklin/Foxboro,Line",#8E44AD,15,Newmarket
123,3,",8,16,41",#F5C00E,6,JFK/UMass
124,0,",Red,Line",#DA1721,7,"JFK / UMass"
124,1,",Greenbush/Kingston",#8E44AD,7,"JFK / UMass"
124,2,",Middleborough/Lakeville",#8E44AD,7,"JFK / UMass"
124,3,",18",#F5C00E,2,"Dorchester Ave @ Mayfield St"
124,4,",8,16,41",#F5C00E,7,"JFK / UMass"
125,0,",Red,Line",#EC211F,6,"JFK / UMass"
125,1,",Greenbush/Kingston",#8E44AD,6,"JFK / UMass"
125,2,",8,16,41",#F5C00E,6,"JFK / UMass"
125,3,",Fairmount/Franklin",#80276c,15,"Uphams Corner"
125,4,",17,18",#F5C00E,7,"Boston St @ Mayhew St"
126,0,",64",#F5C00E,4,"Brooks St @ Faneuil St"
126,1,",57,501",#F5C00E,9,"Washington St @ Oak Square Ave"
126,2,",86",#F5C00E,14,"Market St @ Keenan Rd"
127,0,",Framingham/Worcester,Line",#8E44AD,10,"Boston Landing"
127,1,",70,86",#F5C00E,5,"Western Ave @ Litchfield St"
127,2,",64",#F5C00E,10,"Market St @ Guest St"
128,0,",D,E",#018835,15,"Union Square"
128,1,",80",#F5C00E,3,"Pearl St @ McGrath Hwy"
128,2,",88,90",#F5C00E,3,"Highland Ave @ Walnut St"
129,0,",Red",#DA1721,7,"JFK / UMas"
129,1,",Greenbush,Line,Kingston,Line",#8E44AD,7,"JFK / UMas"
129,2,",Middleborough/Lakeville",#8E44AD,7,"JFK / UMas"
130,0,",B",#018835,14,"Warren Street"
130,1,",51,57,66",#F5C00E,5,"Market St @ Keenan Rd"
130,2,",86",#F5C00E,6,"Cambridge St @ Dustin St"
131,0,",Greenbush,Line,Kingston,Line,Middleborough/Lakeville,Line",#8E44AD,11,"JFK / UMass"
131,1,",Red,Line",#DA1721,11,"JFK / UMass"
131,2,",8,16,41",#F5C00E,11,"JFK / UMass"
132,0,",Blue,Line",#003da5,15,Airport
132,1,",114,116,117",#f2bd2a,5,"Meridian St @ Eutaw St"
133,0,",Fairmount,Line",#B933AD,5,"Uphams Corner"
133,1,",Kingston,Line",#B933AD,15,"JFK / UMass"
133,2,",Greenbush,Line",#B933AD,15,"JFK / UMass"
133,3,",Red,line",#DA1721,15,"JFK / UMass"
133,4,",16,17,41",#F5C00E,5,"Columbia Rd @ Holden St"
134,0,",Blue,Line",#003da5,15,Airport
134,1,",114,116,117",#f2bd2a,5,"Meridian St @ Eutaw St"
135,0,",15,17",#F5C00E,3,"Bowdoin St @ Norton St"
135,1,",Fairmount,Line,Franklin,Line",#8E44AD,9,"Four Corners/Geneva"
136,0,",Greenbush,Line,Kingston,Line,Middleborough/Lakeville,Line",#80276c,15,"JFK / UMass"
136,1,",Red,Line",#da291c,15,"JFK / UMass"
136,2,",8,16,41,Red,Line,Shuttle",#f2bd2a,15,"JFK / UMass"
137,0,",B",#018835,14,"Warren Street"
137,1,",51,57,66",#F5C00E,5,"Market St @ Keenan Rd"
137,2,",86",#F5C00E,6,"Cambridge St @ Dustin St"
138,0,",16,17,41",#f2bd2a,3,"Columbia Rd @ Holden St"
138,1,",8",#f2bd2a,4,"Massachusetts Ave @ Columbia Rd"
139,0,",Orange,line",#ef8b22,9,"Stony Brook"
139,1,",22,29,44",#f2bd2a,2,"Columbus Ave @ Weld Ave"
139,2,",14,41",#f2bd2a,14,"Jackson Square"
140,0,",80",#F5C00E,2,"Pearl St and McGrath Hwy"
140,1,",90",#F5C00E,4,"Cross St and Auburn Ave"
141,0,",Greeenbush/Kingston",#7F2A6B,8,JFK/UMass
141,1,",Red,Line",#DE2B2E,8,JFK/UMass
141,2,",Middleborough/Lakeville",#7F2A6B,8,JFK/UMass
141,3,",8,16,41",#F1BC3D,8,JFK/UMass
142,0,",Greenbush,Line,Kingston,Line,Middleborough/Lakeville,Line",#80276c,15,"JFK / UMass"
142,1,",Red,Line",#da291c,15,"JFK / UMass"
142,2,",8,16,41,Red,Line,Shuttle",#f2bd2a,15,"JFK / UMass"
142,3,",17",#f2bd2a,3,"Columbia Rd @ Holden St"
143,0,",Red",#DA1721,8,"JFK / UMass"
143,1,",Greenbush,Kingston",#8E44AD,8,"JFK / UMass"
143,2,",Middleborough/Lakeville",#8E44AD,8,"JFK / UMass"
144,0,",44",#F5C00E,4,"Walnut Ave @ Humboldt Ave"
144,1,",10,14,19,23,28",#F5C00E,6,"Warren St opp Woodbine St"
144,2,",32,34,36,38",#F5C00E,7,"Humboldt Ave @ Townsend St"
145,0,",Greenbush,Line,Kingston,Line,Middleborough/Lakeville,Line",#80276c,15,"JFK / UMass"
145,1,",Red,Line",#da291c,15,"JFK / UMass"
145,2,",8,16,41,Red,Line,Shuttle",#f2bd2a,15,"JFK / UMass"
145,3,",17",#f2bd2a,3,"Columbia Rd @ Holden St"
146,0,",Greenbush,Line,Kingston,Line,Middleborough/Lakeville,Line",#80276c,15,"JFK / UMass"
146,1,",Red,Line",#da291c,15,"JFK / UMass"
146,2,",8,16,41,Red,Line,Shuttle",#f2bd2a,15,"JFK / UMass"
147,0,",Red,line",#CE3C32,11,"Savin Hill"
147,1,",15,17",#F7C751,2,"Bowdoin St @ Winter St"
147,2,",18",#F7C751,7,"Dorchester Ave @ Dewar St"
148,0,",E",#018835,6,"Fenwood Road"
148,1,",Orange,Line",#E37A38,11,"Roxbury Crossing"
148,2,",Franklin/Foxboro/Needham",#8E44AD,15,Ruggles
148,3,",Providence/Stoughton,Line",#8E44AD,15,Ruggles
148,4,",D",#00843D,15,"Brookline Village"
149,0,",D,E",#00843D,11,"Union Square"
149,1,",Orange,Line",#F5C00E,15,"Sullivan Square"
149,2,",95,101,104,105,109",#F5C00E,15,"Sullivan Square"
150,0,",D,E",#00843D,11,"Union Square"
150,1,",Orange,Line",#F5C00E,15,"Sullivan Square"
150,2,",95,101,104,105,109",#F5C00E,15,"Sullivan Square"
151,0,",Greenbush,Line,Kingston,Line,Middleborough/Lakeville,Line",#80276c,15,"JFK / UMass"
151,1,",Red,Line",#da291c,15,"JFK / UMass"
151,2,",8,16,41,Red,Line,Shuttle",#f2bd2a,15,"JFK / UMass"
152,0,",Red,line",#CE3C32,11,"Savin Hill"
152,1,",15,17",#F7C751,2,"Bowdoin St @ Winter St"
152,2,",18",#F7C751,7,"Dorchester Ave @ Dewar St"
153,0,",Orange,Line",#EB841E,11,"Roxbury Crossing"
153,1,",42",#F5C00E,4,"Washington St @ Guild St"
153,2,",14,41,45",#F5C00E,6,"42A John Eliot Sq"
154,0,",Greenbush,Line,Kingston,Line,Middleborough/Lakeville,Line",#80276c,15,"JFK / UMass"
154,1,",Red,Line",#da291c,15,"JFK / UMass"
154,2,",8,16,41,Red,Line,Shuttle",#f2bd2a,15,"JFK / UMass"
155,0,",80",#F5C00E,2,"Pearl St and McGrath Hwy"
155,1,",90",#F5C00E,4,"Cross St and Auburn Ave"
156,0,",Greenbush,Line,Kingston,Line,Middleborough/Lakeville,Line",#80276c,15,"JFK / UMass"
156,1,",Red,Line",#da291c,15,"JFK / UMass"
156,2,",8,16,41,Red,Line,Shuttle",#f2bd2a,15,"JFK / UMass"
156,3,",17",#f2bd2a,3,"Columbia Rd @ Holden St"
157,0,",B",#018835,2,"Sutherland Road"
157,1,",Green,Line,B,Shuttle",#F5C00E,1,"Sutherland Road"
158,0,",B",#00843D,8,"Harvard Avenue"
158,1,",64,66,501",#F5C00E,1,"Cambridge Street"
159,0,",Red,Line",#EC211F,12,"JFK / UMass"
159,1,",Kingston/Greenbush",#B933AD,12,"JFK / UMass"
159,2,",Middleborough/Lakeville",#B933AD,12,"JFK / UMass"
159,3,",8,16",#F5C00E,2,"Massachusetts Ave @ Columbia Rd"
159,4,",17,41",#F5C00E,3,"Columbia Rd @ Massachusetts Ave"
159,5,",Fairmount/Franklin",#B933AD,10,"Uphams Corner"
160,0,",Greenbush,Line,Kingston,Line,Middleborough/Lakeville,Line",#80276c,15,"JFK / UMass"
160,1,",Red,Line",#da291c,15,"JFK / UMass"
160,2,",8,16,41,Red,Line,Shuttle",#f2bd2a,15,"JFK / UMass"
160,3,",17",#f2bd2a,3,"Columbia Rd @ Holden St"
161,0,",Orange,line",#EB841E,15,Assembly
161,1,",95",#F5C00E,5,"Mystic Ave @ Temple Rd"
162,0,",D,E",#00843D,11,"Union Square"
162,1,",Orange,Line",#F5C00E,15,"Sullivan Square"
162,2,",95,101,104,105,109",#F5C00E,15,"Sullivan Square"
163,0,",16,17,41",#f2bd2a,3,"Columbia Rd @ Holden St"
163,1,",8",#f2bd2a,4,"Massachusetts Ave @ Columbia Rd"
164,0,",15,17",#F7C751,2,"Bowdoin St @ Winter St"
164,1,",18",#F7C751,5,"Dorchester Ave @ Dewar St"
164,2,",Red,line",#CE3C32,11,"Savin Hill"
165,0,",Greenbush,Kingston",#8E44AD,10,"JFK / UMass"
165,1,",Middleborough/Lakeville",#8E44AD,10,"JFK / UMass"
165,2,",Red,Line",#DA1721,10,"JFK / UMass"
165,3,",8,16,41",#F5C00E,10,"JFK / UMass"
166,0,",B",#00843D,2,"Washington Street"
166,1,",65",#F5C00E,1,"Washington St opp Euston Rd"
167,0,",Blue,Line",#003da5,15,Airport
167,1,",114,116,117",#f2bd2a,5,"Meridian St @ Eutaw St"
168,0,",Red,Line",#DA1721,3,"JFK / UMass"
168,1,",Greenbush/Kingston",#B933AD,3,"JFK / UMass"
168,2,",Lakeville,Line",#B933AD,3,"JFK / UMass"
169,0,",B",#018835,14,"Warren Street"
169,1,",51,57,66",#F5C00E,5,"Market St @ Keenan Rd"
169,2,",86",#F5C00E,6,"Cambridge St @ Dustin St"
170,0,",Greeenbush,Line/Kingston,Line",#7F2A6B,8,JFK/UMass
170,1,",Red,Line",#DE2B2E,8,JFK/UMass
170,2,",8,16,41",#F1BC3D,8,JFK/UMass
170,3,",Middleborough/Lakeville,Line",#7F2A6B,8,JFK/UMass
171,0,",B",#00843D,2,"Chiswick Road"
171,1,",C",#00843D,10,"Cleveland Circle"
171,2,",D",#00843D,12,Reservoir
171,3,",Green,Line",#F5C00E,12,Reservoir
171,4,",51,86",#F5C00E,3,"Chestnut Hill Ave @ Embassy Rd"
172,0,",Red,Line",#DA1721,8,Andrew
172,1,",Fairmount,Line,Franklin,Line",#8E44AD,11,Newmarket
172,2,",Greenbush,Kingston,Middleborough/Lakeville",#8E44AD,14,"JFK / UMass"
172,3,",8,41,16",#F5C00E,14,"JFK / UMass"
173,0,",Orange,Line",#FC5707,8,"Roxbury Crossing"
173,1,",E",#018835,9,"Brigham Circle"
173,2,",14,22,29,41,44",#F5C00E,13,"Jackson Square"
174,0,",Framingham",#8E44AD,11,"Boston Landing"
174,1,",Worcester",#8E44AD,11,"Boston Landing"
174,2,",64,66,501",#F5C00E,6,"Cambridge Street"
174,3,",70,86",#F5C00E,11,"Western Ave @ Everett St"
175,0,",Orange,Line",#EB841E,11,"Roxbury Crossing"
175,1,",14,41",#f2bd2a,3,"Centre St @ Cedar St"
175,2,",22,29,44",#F5C00E,11,"Jackson Square"
176,0,",Framingham",#8E44AD,11,"Boston Landing"
176,1,",Worcester",#8E44AD,11,"Boston Landing"
176,2,",64,66,501",#F5C00E,6,"Cambridge Street"
176,3,",70,86",#F5C00E,11,"Western Ave @ Everett St"
177,0,",89,91",#F5C00E,2,"Washington St @ Boston St"
177,1,",87",#F5C00E,3,"Somerville Ave @ Linden St"
177,2,",86,CT2",#F5C00E,3,"Washington St @ McGrath Hwy"
178,0,",Red,Line",#DA1721,6,"JFK / UMass"
178,1,",Greenbush/Kingston",#8E44AD,6,"JFK / UMass"
178,2,",Fairmount/Franklin",#8E44AD,15,"Uphams Corner"
178,3,",8,16,41",#F5C00E,6,"JFK / UMass"
179,0,",Red,Line",#EC211F,6,"JFK / UMass"
179,1,",Greenbush/Kingston",#8E44AD,6,"JFK / UMass"
179,2,",8,16,41",#F5C00E,6,"JFK / UMass"
179,3,",Fairmount/Franklin",#80276c,15,"Uphams Corner"
179,4,",17,18",#F5C00E,7,"Boston St @ Mayhew St"
180,0,",B",#018835,4,"Sutherland Road"
180,1,",C",#018835,5,"Dean Road"
181,0,",Orange,Line",#FC5707,8,"Roxbury Crossing"
181,1,",E",#018835,9,"Brigham Circle"
181,2,",14,22,29,41,44",#F5C00E,13,"Jackson Square"
182,0,",Orange,Line",#EB841E,11,Ruggles
182,1,",E",#00843D,12,Symphony
182,2,",Franklin/Needham",#8E44AD,11,Ruggles
182,3,",PROVIDENCE/STOUGHTON",#8E44AD,11,Ruggles
183,0,",B",#00843D,8,"Harvard Avenue"
183,1,",Framingham",#8E44AD,13,"Boston Landing"
184,0,",Red,Line",#DA1721,10,"JFK / UMass"
184,1,",Kingston/Greenbush",#8E44AD,10,"JFK / UMass"
184,2,",Middleborough/Lakeville",#8E44AD,10,"JFK / UMass"
184,3,",8,16,41",#EB841E,10,"JFK / UMass"
185,0,",B",#018835,5,"Chiswick Road"
185,1,",51,86",#F5C00E,4,"Chestnut Hill Ave @ Wallingford Rd"
186,0,",B",#00843D,10,"Allston Street"
186,1,",Framingham/Worcester",#8E44AD,5,"Boston Landing"
186,2,",64",#F5C00E,1,"N Beacon St opp Saunders St"
186,3,",51,57,66",#F5C00E,3,"Cambridge St @ Saunders St"
187,0,",101",#F5C00E,1,"Main St @ Moreland St"
187,1,",89,89/93",#F5C00E,7,"Broadway @ Bartlett St"
187,2,",95",#F5C00E,7,"Mystic Ave @ Mystic Apartments"
188,0,",Orange,Line",#EB841E,11,"Roxbury Crossing"
188,1,",42",#F5C00E,4,"Washington St @ Guild St"
188,2,",14,41,45",#F5C00E,6,"42A John Eliot Sq"
189,0,",E",#00843D,5,"Fenwood Road"
189,1,",Orange,Line",#EB841E,10,"Roxbury Crossing"
189,2,",35,39,66",#F5C00E,4,"Huntington Ave opp Fenwood Rd"
190,0,",Orange,Line",#EB841E,10,"Massachusetts Ave"
190,1,",Needham/Franklin",#8E44AD,11,Ruggles
190,2,",E",#018835,12,Symphony
190,3,",43",#F5C00E,1,"Tremont St @ Hammond St"
190,4,",Providence/Stoughton",#8E44AD,11,Ruggles
191,0,",B",#018835,5,"Chiswick Road"
191,1,",51,86",#F5C00E,4,"Chestnut Hill Ave @ Wallingford Rd"
192,0,",B",#00843D,2,"Chiswick Road"
192,1,",C",#00843D,10,"Cleveland Circle"
192,2,",D",#00843D,12,Reservoir
192,3,",Green,Line",#F5C00E,12,Reservoir
192,4,",51,86",#F5C00E,3,"Chestnut Hill Ave @ Embassy Rd"
193,0,",Red,Line",#DA1721,9,Andrew
193,1,",Fairmount,Line",#8E44AD,12,Newmarket
193,2,",Franklin/Foxboro,Line",#8E44AD,12,Newmarket
193,3,",Kingston,Line",#8E44AD,13,"JFK / UMass"
193,4,",8,16,41",#F5C00E,13,"JFK / UMass"
194,0,",Red,Line",#DA1721,6,"JFK / UMass"
194,1,",Greenbush/Kingston",#8E44AD,6,"JFK / UMass"
194,2,",Middleborough/Lakeville",#8E44AD,6,"JFK / UMass"
194,3,",18",#F5C00E,2,"Dorchester Ave @ Edison Green"
195,0,",Red,Line",#DA1721,8,Andrew
195,1,",Fairmount,Line,Franklin,Line",#8E44AD,11,Newmarket
195,2,",Greenbush,Kingston,Middleborough/Lakeville",#8E44AD,14,"JFK / UMass"
195,3,",8,41,16",#F5C00E,14,"JFK / UMass"
196,0,",B",#00843D,8,"Harvard Avenue"
196,1,",Framingham",#8E44AD,13,"Boston Landing"
197,0,",89,91",#F5C00E,2,"Washington St @ Boston St"
197,1,",87",#F5C00E,3,"Somerville Ave @ Linden St"
197,2,",86,CT2",#F5C00E,3,"Washington St @ McGrath Hwy"
197,3,",D,E",#018835,7,"Union Square"
198,0,",Red,Line",#DA1721,6,Central
198,1,",68",#F5C00E,2,"Broadway @ Inman St"
198,2,",64,83,91",#F5C00E,1,"Prospect St @ Harvard St"
199,0,",57,501",#F5C00E,5,"Tremont St @ Washington St"
199,1,",64",#F5C00E,5,"Faneuil St @ Bigelow St"
200,0,",Red,Line",#DA1721,6,Central
200,1,",68",#F5C00E,2,"Broadway @ Inman St"
200,2,",64,83,91",#F5C00E,1,"Prospect St @ Harvard St"
201,0,",89,91",#F5C00E,2,"Washington St @ Boston St"
201,1,",87",#F5C00E,3,"Somerville Ave @ Linden St"
201,2,",86,CT2",#F5C00E,3,"Washington St @ McGrath Hwy"
201,3,",D,E",#018835,7,"Union Square"
202,0,",89,91",#F5C00E,2,"Washington St @ Boston St"
202,1,",87",#F5C00E,3,"Somerville Ave @ Linden St"
202,2,",86,CT2",#F5C00E,3,"Washington St @ McGrath Hwy"
203,0,",Fairmount,Line,Franklin,Line",#8E44AD,9,"Uphams Corner"
203,1,",Kingston,Line,Greenbush,Line,Middleborough/Lakeville,Line",#8E44AD,12,"JFK / UMass"
203,2,",Red,Line",#DA1721,12,"JFK / UMass"
203,3,",8,,16,41,Red,Line,Shuttle",#F5C00E,12,"JFK / UMass"
204,0,",57,501",#F5C00E,5,"Tremont St @ Washington St"
204,1,",64",#F5C00E,5,"Faneuil St @ Bigelow St"
205,0,",Red,Line",#EC211F,6,"JFK / UMass"
205,1,",Greenbush/Kingston",#8E44AD,6,"JFK / UMass"
205,2,",8,16,41",#F5C00E,6,"JFK / UMass"
205,3,",Fairmount/Franklin",#80276c,15,"Uphams Corner"
205,4,",17,18",#F5C00E,7,"Boston St @ Mayhew St"
206,0,",B",#018835,1,"Harvard Avenue"
206,1,",57",#F5C00E,2,"Brighton Ave @ Harvard Ave"
207,0,",B",#00843D,8,"Harvard Avenue"
207,1,",Framingham/Worcester,Line",#8E44AD,12,"Boston Landing"
208,0,",Red,Line",#DA1721,8,Andrew
208,1,",Fairmount,Line,Franklin,Line",#8E44AD,11,Newmarket
208,2,",Greenbush,Kingston,Middleborough/Lakeville",#8E44AD,14,"JFK / UMass"
208,3,",8,41,16",#F5C00E,14,"JFK / UMass"
209,0,",Red,Line",#DA1721,8,Andrew
209,1,",Fairmount,Line,Franklin,Line",#8E44AD,11,Newmarket
209,2,",Greenbush,Kingston,Middleborough/Lakeville",#8E44AD,14,"JFK / UMass"
209,3,",8,41,16",#F5C00E,14,"JFK / UMass"
210,0,",B",#00843D,5,"Washington Street"
210,1,",C",#00843D,6,"Tappan Street"
210,2,",D",#00843D,10,Beaconsfield
210,3,",65",#F5C00E,1,"Washington St @ Corey Rd"
211,0,",44",#F5C00E,4,"Walnut Ave @ Humboldt Ave"
211,1,",10,14,19,23,28",#F5C00E,6,"Warren St opp Woodbine St"
211,2,",32,34,36,38",#F5C00E,7,"Humboldt Ave @ Townsend St"
212,0,",22,29,44",#F5C00E,4,"Columbus Ave @ Walnut Ave"
213,0,",Red,Line",#DA1721,6,"JFK / UMass"
213,1,",Kingston/Greenbush",#8E44AD,6,"JFK / UMass"
213,2,",Middleborough/Lakeville",#8E44AD,6,"JFK / UMass"
214,0,",B",#00843D,8,"Harvard Avenue"
214,1,",Framingham",#8E44AD,13,"Boston Landing"
215,0,",Framingham",#8E44AD,16,"Boston Landing"
215,1,",B",#00843D,16,"Harvard Avenue"
216,0,",Framingham/Worcester",#8E44AD,13,"Boston Landing"
216,1,",B",#00843D,15,"Harvard Avenue"
216,2,",66",#F5C00E,4,"N Harvard St @ Coolidge Rd"
216,3,",64",#F5C00E,7,"Cambridge St @ Lincoln St"
217,0,",Greenbush,Kingston",#8E44AD,10,"JFK / UMass"
217,1,",Middleborough/Lakeville",#8E44AD,10,"JFK / UMass"
217,2,",Red,Line",#DA1721,10,"JFK / UMass"
